,subject,ECG_Rate_Baseline,ECG_Rate_Max,ECG_Rate_Min,ECG_Rate_Mean,ECG_Rate_SD,ECG_Rate_Max_Time,ECG_Rate_Min_Time,ECG_Rate_Trend_Linear,ECG_Rate_Trend_Quadratic,ECG_Rate_Trend_R2,ECG_Phase_Atrial,ECG_Phase_Completion_Atrial,ECG_Phase_Ventricular,ECG_Phase_Completion_Ventricular,ECG_Quality_Mean,EDA_Peak_Amplitude,EDA_SCR,SCR_Peak_Amplitude,SCR_Peak_Amplitude_Time,SCR_RiseTime,SCR_RecoveryTime,pupil_diameter_Baseline,pupil_diameter_Max,pupil_diameter_Min,pupil_diameter_Mean,pupil_diameter_SD,pupil_diameter_Max_Time,pupil_diameter_Min_Time,pupil_diameter_Trend_Linear,pupil_diameter_Trend_Quadratic,pupil_diameter_Trend_R2,total_duration,likert
id,4,86.67368223759345,7.076317762406546,-0.34274698579488927,4.134551463840538,2.628981801983618,2.2727272727272725,0.2910758965804836,5.247975114295446,-2.046662928719458,0.6983728037128671,0.0,0.6694214876033058,0.0,0.48648648648648646,0.9104092079335967,0.05563324265275844,1,0.0023693509625276644,0.38115095913261055,0.11,84.0,2.9923047736658184,0.2404224606194756,-0.012641936204558668,0.08952047060265933,0.05269743368016258,3.338615512927439,0.13094245204336952,0.05254093997724458,0.01048706027372995,0.3824181036804908,27.205,5
cookies,5,60.27541859638935,7.781780410686061,-2.583110904081657,0.34229343704897275,3.074679651463898,3.93,2.418467005076142,-6.039752684200727,2.1258586849258716,0.9152174704299075,0.0,0.8431372549019607,0.0,0.4102564102564103,0.8820202272849906,-0.011679945477408213,0,,,,,2.2798498531250804,0.04724197533641217,-0.14871880011384864,-0.06477117912906927,0.05717117508346576,0.6616852791878172,3.93,-0.10604831859229208,0.0550545600295502,0.6958735026920808,3.93,3
geolocation,5,64.14005063434138,1.4337198574618952,-1.1206089174001335,0.335795504907793,0.7442409811847265,1.4275129533678759,3.83,1.3935387204472456,-0.00771864316082414,0.8945373293869541,0.0,0.5833333333333333,0.0,0.10619469026548674,0.9792080538125155,-0.11352016514390328,0,,,,,2.131198903293245,0.2274656441666223,-0.0069744318436804065,0.15521845765720732,0.06743841542792678,2.5636891191709843,0.041077720207253865,0.1800421923605557,-0.01861811537506734,0.8851524360839405,3.83,7
confirmshaming,5,59.29404975500368,-0.006746220639598732,-4.811241357405358,-2.6046961474550514,0.9399225804332665,0.005838198498749003,5.0,-1.0682464865793935,-1.0366298227829798,0.45592002097642936,0.0,0.20645161290322583,1.0,0.34408602150537637,0.9193385516235683,0.046403932037333506,0,,,,,2.279395978937256,0.10218535371113768,-0.2065813384922337,0.007016838988539664,0.06917448839780722,2.873227689741451,3.929107589658048,-0.0011897534027998013,0.04364546444407599,0.21054775954407356,6.195,7
personalDetails,5,61.656022950071375,7.309494291307942,-4.907748938911389,2.0217513078535134,3.861025683800611,2.257714762301918,5.0,8.051951802075374,-3.7462952937852974,0.7374752230667696,0.0,0.7364864864864865,0.0,0.3025210084033613,0.9025299690974026,0.19902709384569914,1,0.25048730391403956,4.779816513761467,1.74,,2.1858414075567403,0.2706304090632674,-0.10011969104957874,0.07715722841977835,0.08451269867035427,4.914929107589658,4.164303586321934,0.005423450462722808,0.052479230026087655,0.043425787634827184,199.135,7
confusingCheckbox,5,57.6958346250423,4.804165374957698,-3.3971920911056515,1.0470951345786546,2.903551752367841,4.4395329441201,1.4520433694745623,-1.7237241900189642,-0.07265571105584334,0.756571844588765,0.0,0.84375,0.0,0.6046511627906976,0.8482284342162298,0.13389575001748763,0,,,,,2.2762457206688085,0.23431845005078156,-0.18619188765552774,0.020707278925724548,0.10272706273935163,4.079232693911592,2.317764804003336,-0.006351838791831744,-0.05136472679779692,0.4614833440340146,130.525,4
creditCard,5,71.22778786157471,1.0613687649313164,-16.92914532763806,-6.499871235128168,6.3317441961301,1.5521267723102583,4.529608006672227,1.1502517483228423,-0.72556243733049,0.9405178429150944,0.0,0.234375,1.0,0.4545454545454546,0.849527869883562,0.771638741663165,1,0.6568291780887096,0.25104253544620514,2.005,312.0,2.181694061540248,0.08910961061332312,-0.15146605870770014,-0.06107624964374159,0.05564889315990391,2.517931609674729,4.629691409507923,0.0364179637015361,-0.08521853356972237,0.08175201734799653,24.01,6
id,5,57.41626794258374,2.885239595104707,-1.3415015874435525,0.24568231067603818,1.2444822767763108,1.3819849874895747,4.554628857381151,0.4072408877576694,0.8660578455206478,0.5327031894851716,0.0,0.8627450980392157,0.0,0.3870967741935484,0.9221911755716842,0.3915470339393206,0,,,,,2.06174375180022,0.08900804537896345,-0.05990474841146565,0.019817493832621214,0.030039104356759983,1.5671392827356128,4.174311926605505,-0.015609408476390087,0.04813645136224288,0.20014193055087504,13.125,7
cookies,6,80.38031244411052,-0.016578745754912916,-5.3803124441105155,-3.28691614347629,1.890829294860718,0.006176814988290591,1.3527517564402816,-7.512891480934368,0.9410182935725058,0.9134074504359888,0.0,0.34400000000000003,0.0,0.18045112781954886,0.674170893791791,0.11747135230383786,1,0.048994770024505474,0.451697892271663,0.24,230.0,2.689823122986735,0.04660026858767097,-0.26799775978093887,-0.11566447306070549,0.1005303825084766,0.4416861826697893,1.4628805620608905,-0.2618423117779251,0.10625453237250122,0.6670988368772592,3.275,5
geolocation,6,76.6028054371794,9.728129814619166,-1.131107323971861,3.0944273783065057,3.0753586202824876,2.8582151793160966,4.444537114261885,3.726082273264132,1.5453318568910743,0.512115228181869,0.0,0.10400000000000001,1.0,0.18840579710144925,0.9060993125491268,0.04559350329398548,0,,,,,2.4416436423395016,0.2097224260958539,-0.13618148638998617,0.0558428434130378,0.06356223462232212,5.0,0.9165971643035862,0.08517396368544654,-0.028829964456297656,0.23744022264719666,8.74,7
confirmshaming,6,76.19248577288755,5.8727694623718065,-0.7207876596800133,2.2607848995567252,1.5295104949856109,5.0,2.8381984987489575,-2.537929241519325,4.058489566960142,0.4748869545419563,0.0,0.4757281553398058,1.0,0.5632183908045978,0.9259880854699952,0.022490178601914712,0,,,,,2.7354217381196704,0.11726676746661635,-0.01695462421517524,0.03690037122779177,0.04199583635242951,2.06255212677231,5.0,0.03745473036678547,0.0381627431141192,0.7049161392278454,14.95,5
personalDetails,6,80.0,9.552238805970148,-3.5668789808917296,0.9466098063671211,3.6362684565389003,2.012510425354462,3.5788156797331103,1.0799073604172609,1.307156441217944,0.12566634366425466,0.0,0.24528301886792453,1.0,0.2988505747126437,0.9255127605255573,0.0185413020031444,0,,,,,2.755051850257084,0.1386170947725609,-0.34402030073248646,-0.08765797874316084,0.12220315469096413,0.7664720600500416,4.509591326105087,-0.04317956292302983,0.061037299486356826,0.6416605383801635,138.265,5
confusingCheckbox,6,83.66804014351133,4.567253974135724,-8.196342030303796,-0.05848216098594605,3.2000585105140806,3.283569641367806,4.079232693911592,0.8479876826650045,1.2042669712643816,0.3399230354089908,0.0,0.5227272727272728,1.0,0.6666666666666666,0.8889822476899932,0.03267659814038937,1,0.04155255085806535,1.0767306088407005,0.23,254.0,2.8620712185300343,0.03924901257692959,-0.24107003817151273,-0.06646650542943666,0.07984131186644208,4.164303586321934,1.3869891576313593,0.0685755327987658,-0.20333417490354344,0.753520162545937,167.08,2
creditCard,6,73.00396290973114,17.905127999359763,-7.786571605383315,3.7235610031369504,8.678639242450096,4.3194328607172645,0.47623019182652215,2.3607426234826026,-7.883892705186584,0.9446889377245972,0.0,0.6357142857142857,0.0,0.3856209150326798,0.9086946940841965,0.09512125744916772,0,,,,,2.5671509893116027,0.11084164263036556,-0.07816822068869778,-0.00037483852250375094,0.0515197943611613,2.177648040033361,1.0016680567139282,0.06806006832875963,-0.06376119378801327,0.22668099426665955,46.52,6
id,6,73.55112633875424,8.640654483163573,-4.5856090973749275,1.3223191966525008,3.7892627211329546,3.9341117597998334,3.2035029190992494,0.02894293681669326,-1.3089437110390285,0.37726250328807664,0.0,0.14583333333333331,1.0,0.31343283582089554,0.9272100058381549,0.02601143232176729,0,,,,,2.6370045552596375,0.16432662829059064,-0.005787637330001871,0.10828831344012402,0.04687225818893377,3.4637197664720603,0.47122602168473726,0.08073553936561001,0.0016201462015570153,0.7307340657100632,26.1,6
cookies,7,43.41902339925306,26.756415197238177,-1.6071767093575886,8.986254227070638,11.397644592433618,3.8490408673894914,0.37614678899082565,-2.302745900407762,-0.9356928854023631,0.9033637062739133,0.0,0.848,0.0,0.7218045112781954,0.6782674480092893,0.7037007702900027,0,,,,,3.1585908668703024,0.573174113371508,-0.11313420272970331,0.179453856660166,0.1625730421610336,1.2168473728106757,4.059216013344454,-0.005884072894940668,0.23314411791130646,0.07027779199063633,8.36,7
geolocation,7,82.14451338370814,19.550401870529143,-7.610351893024912,3.6645353494103006,6.015805808386819,0.6864053377814845,4.299416180150125,-2.971155178648517,10.35154066448319,0.3667000069000923,1.0,0.0,0.0,0.8582677165354331,0.817923960685702,0.3638891832129912,1,0.7261275624631491,2.673060884070058,1.52,808.0,3.828404369102395,0.1539123639556017,-0.21586772565403312,-0.0772213561398476,0.10363871146671472,3.72393661384487,4.57464553794829,-0.08370076307222585,-0.02821550175576243,0.14993803765922187,5.56,7
confirmshaming,7,81.0414410280326,15.73275252035451,-6.16474206557848,5.003440284467402,6.389727769486479,0.896580483736447,5.0,3.1570509258996493,7.283147475241432,0.569995911425629,0.0,0.8541666666666666,0.0,0.19402985074626866,0.6350014084460732,1.0554401327046203,1,1.8815733770185037,1.2118432026688906,1.785,697.0,3.1042802321722416,0.792357874190766,-0.08690306856641028,0.20260585371683293,0.30375474016543624,4.629691409507923,1.542118432026689,-0.16403872444565817,0.04172684863234014,0.8967576261663828,7.215,7
personalDetails,7,85.76987979496347,11.791095814792627,-6.299681119466783,1.0214950927248196,4.358417176596557,1.7773144286905755,1.1618015012510425,2.687581009819003,-0.007964462633337359,0.143380618077944,0.0,0.49532710280373826,0.0,0.2523364485981308,0.725154581215793,0.7399388618508601,1,1.2514202704912316,1.7773144286905755,1.715,730.0,3.4664461436418446,0.4415347940205008,-0.09729760819078948,0.21937433972645737,0.1372785317435145,2.4929107589658046,5.0,0.2936329749247364,0.030157636789919263,0.9120267885142879,102.235,7
confusingCheckbox,7,61.63646617215668,29.272624736934226,-15.59142328911669,4.301528343827563,13.988183609953774,3.8640533778148454,5.0,16.998806878848686,-11.200810355678197,0.1926294205682545,0.0,0.6923076923076924,0.0,0.44324324324324327,0.9670966881459765,0.37358362655840044,0,,,,,3.1860805123317237,0.32539055450392373,-0.13612188119044388,0.058505593400512534,0.16149428482176983,4.409507923269391,0.8315262718932444,-0.010236105753349002,-0.10412634056665582,0.9092393350715202,95.115,6
creditCard,7,88.68751298302773,9.673142754677187,-45.20925211346251,-11.069114604726138,17.221178537084015,1.92743953294412,3.9891576313594657,-9.098735716688257,7.219237722463421,0.29183115488695377,0.0,0.17757009345794394,1.0,0.4634146341463415,0.9287391814768831,0.7196019135193497,0,,,,,2.9324263437510067,0.12713328654976053,-0.09597162553533245,0.030941151634141573,0.05409604584275745,2.728106755629691,0.6413678065054211,0.0761738123862768,-0.04603132386972043,0.2654545880748379,35.765,5
id,7,63.11532115213525,26.436917653834897,-21.15727919409329,0.2636457111887651,17.290755562885323,2.287739783152627,0.9015846538782317,36.13945364037796,-28.048001244683153,0.6521024697603721,0.0,0.4206349206349206,0.0,0.3062015503875969,0.8978944176426262,0.10824213046356548,0,,,,,2.9871233781849496,0.04365970139708519,-0.632976733981633,-0.11000622000911164,0.12561241565646958,1.9874895746455379,4.489574645537948,0.059756924483713204,-0.06781939475532964,0.5187860813470493,10.96,4
cookies,8,87.21076329288186,15.353339271220705,-4.950479896166939,3.739769877835414,4.565229370527245,3.6588824020016677,5.0,6.606001446962525,-3.2984348076136434,0.2984427742752038,0.0,0.2213114754098361,1.0,0.9310344827586207,0.8806169919213399,0.1540369102301276,1,0.2320107403095203,3.1984987489574648,1.585,948.0,3.5362102826126955,0.06406038995826524,-0.8762009588190285,-0.3649601216491263,0.2413863915124765,0.12093411175979973,3.8940783986655543,-0.08711321594507478,-0.06515997716339429,0.6682350831587869,5.635,6
geolocation,8,84.88762416182281,8.13563165213067,-13.459052733251383,-3.2586820623861144,5.911918652030676,3.3436196830692237,1.206839032527106,3.1765242850677464,-9.00696672792355,0.21213175380966598,0.0,0.6470588235294116,0.0,0.45038167938931295,0.9334443765304449,0.060635808699551916,1,0.19857501013439388,3.1584653878231856,0.39,706.0,3.2299736377831643,0.1204288758143175,-0.3752283915347272,-0.03057985321170653,0.10711333485540064,2.397831526271893,3.378648874061718,-0.10233249591922117,0.07257259954249157,0.12194214901226896,110.84,2
confirmshaming,8,80.3719032697543,2.9614300635790443,-13.705236603087627,-4.064979434642638,4.897856621765355,1.4370308590492078,2.3377814845704754,-9.415854708735568,4.529278433723115,0.48195230209170925,0.0,0.08849557522123895,1.0,0.15151515151515152,0.9179545014947916,0.050290360425387926,0,,,,,3.720908387685661,0.06770877030857259,-0.2933240042662626,-0.05716212931898479,0.09643340774873203,4.279399499582985,5.0,0.01713384946620228,-0.057133538942558425,0.026430083653061542,21.565,2
personalDetails,8,84.35294930629871,12.062324586267877,-4.3529493062987115,1.869957833914384,4.024704865292199,5.0,1.1267723102585485,-3.7009624631167015,2.25719320077732,0.5804503365188592,0.0,0.5922330097087378,0.0,0.0975609756097561,0.8703112850744131,0.3632107214559829,1,0.3082565631363096,3.0633861551292743,1.43,,3.6326477062930262,0.08311719078986979,-1.1003269919662664,-0.4158748168395321,0.3887092406913663,0.5512927439532944,3.313594662218515,-0.5036804247856355,0.37185572169232106,0.7412005510349249,172.325,6
confusingCheckbox,8,74.48745047600934,20.750644762085898,-2.631163050859641,5.605487043090875,6.30989945845733,4.3194328607172645,0.6763969974979149,2.971039787599621,-3.022955109494062,0.7124598539060132,0.0,0.22535211267605634,0.0,0.056338028169014086,0.880359122428934,0.09861032124667934,1,0.05788919171741716,1.7222685571309424,0.26,369.0,3.1268031169148287,0.37625127574348927,-0.04502982459075566,0.19289146360678222,0.12104405377958838,3.538782318598832,0.7764804003336112,0.23623234309471144,-0.10361563317116913,0.7979122654660865,153.445,1
creditCard,8,100.81386580703457,5.380824458452167,-28.076708226835635,-8.767447793263173,8.271826549879027,1.2668890742285237,5.0,9.428304186364318,-12.837836927295466,0.4361314180280187,0.0,0.025641025641025644,1.0,0.10714285714285714,0.940270649872063,0.17855694253657559,1,0.28481393905627217,2.6630525437864887,2.635,721.0,3.197280266143661,0.44661513926380003,-0.19040131822406448,0.05392958547566318,0.18403854990240365,2.8331943286071724,3.6038365304420346,0.26741951803452474,-0.1087012535583595,0.4591782179709698,14.405,7
id,8,95.83007422840461,-0.04406714794767197,-20.830074228404612,-11.710148932226687,4.874181452701782,0.005838198498749003,3.568807339449541,-0.1892883248574734,-9.874388068170793,0.09261793046496158,0.0,0.06299212598425197,1.0,0.4444444444444444,0.9153578584334677,0.37597078224240993,0,,,,,3.3970837247592627,0.13974723931952937,-0.20226820944498858,-0.03879511138388958,0.08761233733522544,5.0,1.176814011676397,-0.11915480332952953,-0.0026464195343368123,0.8378056213052549,16.275,3
